id,language,task_type,prompt
prompt_1124,Vietnamese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Sensor_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_1125,Russian,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 109, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Russian.
</constraint>
"
prompt_1126,French,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 42, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in French.
</constraint>
"
prompt_1127,Polish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: User_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Polish.
</constraint>
"
prompt_1128,Russian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Russian.
</constraint>
"
prompt_1129,French,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in French.
</constraint>
"
prompt_1130,Russian,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Russian.
</constraint>
"
prompt_1131,Japanese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 110, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Japanese.
</constraint>
"
prompt_1132,Italian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Client' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Italian.
</constraint>
"
prompt_1133,Spanish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 126, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Spanish.
</constraint>
"
prompt_1134,Japanese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 114, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Japanese.
</constraint>
"
prompt_1135,Japanese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u53
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Japanese.
</constraint>
"
prompt_1136,Arabic,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Employee_Net. Class Name: HTTPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Arabic.
</constraint>
"
prompt_1137,Dutch,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Dutch.
</constraint>
"
prompt_1138,Russian,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u119
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Russian.
</constraint>
"
prompt_1139,Japanese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 62, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Japanese.
</constraint>
"
prompt_1140,Swahili,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u77
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Swahili.
</constraint>
"
prompt_1141,Swahili,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Swahili.
</constraint>
"
prompt_1142,German,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: UserViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in German.
</constraint>
"
prompt_1143,Russian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_1144,Italian,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u106
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Italian.
</constraint>
"
prompt_1145,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in German.
</constraint>
"
prompt_1146,Vietnamese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_1147,Spanish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Spanish.
</constraint>
"
prompt_1148,Arabic,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Arabic.
</constraint>
"
prompt_1149,Dutch,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Dutch.
</constraint>
"
prompt_1150,Dutch,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Dutch.
</constraint>
"
prompt_1151,Portuguese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Portuguese.
</constraint>
"
prompt_1152,Portuguese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 48, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Portuguese.
</constraint>
"
prompt_1153,Portuguese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u84
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_1154,Spanish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: TCPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Spanish.
</constraint>
"
prompt_1155,Japanese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Japanese.
</constraint>
"
prompt_1156,Portuguese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_1157,Portuguese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 21, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_1158,Korean,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Korean.
</constraint>
"
prompt_1159,Korean,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u110
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Korean.
</constraint>
"
prompt_1160,Portuguese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Portuguese.
</constraint>
"
prompt_1161,Portuguese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Portuguese.
</constraint>
"
prompt_1162,Portuguese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Portuguese.
</constraint>
"
prompt_1163,Japanese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Japanese.
</constraint>
"
prompt_1164,Korean,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 31, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Korean.
</constraint>
"
prompt_1165,German,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in German.
</constraint>
"
prompt_1166,Japanese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Japanese.
</constraint>
"
prompt_1167,Polish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 25, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Polish.
</constraint>
"
prompt_1168,Japanese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Japanese.
</constraint>
"
prompt_1169,Korean,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_1170,Japanese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Japanese.
</constraint>
"
prompt_1171,Dutch,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Dutch.
</constraint>
"
prompt_1172,Arabic,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Arabic.
</constraint>
"
prompt_1173,Hindi,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u56
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Hindi.
</constraint>
"
prompt_1174,Arabic,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u32
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Arabic.
</constraint>
"
prompt_1175,German,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: RPCWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in German.
</constraint>
"
prompt_1176,Japanese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Japanese.
</constraint>
"
prompt_1177,German,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 83, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in German.
</constraint>
"
prompt_1178,Portuguese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: User_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_1179,Arabic,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Arabic.
</constraint>
"
prompt_1180,Hindi,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u28
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Hindi.
</constraint>
"
prompt_1181,Japanese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u92
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Japanese.
</constraint>
"
prompt_1182,Korean,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u87
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_1183,Italian,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 33, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Italian.
</constraint>
"
prompt_1184,Italian,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Italian.
</constraint>
"
prompt_1185,Japanese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: User_Net. Class Name: TCPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Japanese.
</constraint>
"
prompt_1186,Spanish,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u69
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_1187,French,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 114, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in French.
</constraint>
"
prompt_1188,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in German.
</constraint>
"
prompt_1189,Portuguese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 40, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Portuguese.
</constraint>
"
prompt_1190,Turkish,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Turkish.
</constraint>
"
prompt_1191,Korean,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_1192,Russian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Russian.
</constraint>
"
prompt_1193,Italian,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Italian.
</constraint>
"
prompt_1194,Arabic,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u100
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Arabic.
</constraint>
"
prompt_1195,Japanese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 50, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Japanese.
</constraint>
"
prompt_1196,Japanese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ProductViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Japanese.
</constraint>
"
prompt_1197,Spanish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Sensor_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_1198,Vietnamese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 73, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Vietnamese.
</constraint>
"
prompt_1199,Polish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 29, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Polish.
</constraint>
"
prompt_1200,French,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in French.
</constraint>
"
prompt_1201,Hindi,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 45, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Hindi.
</constraint>
"
prompt_1202,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in German.
</constraint>
"
prompt_1203,Vietnamese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Employee_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_1204,Swahili,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u18
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Swahili.
</constraint>
"
